0,캡틴아메리카 토르망치 호환 개어의 없네
0,진짜 재미가없음. 기대ㄴㄴ
0,진짜 재미가없음. 기대ㄴㄴ
0,진짜 이 유치한게 재밌다고?개오글거리기만 하는데
0,노잼....ㄹㅇ..
0,노잼....ㄹㅇ..
0,대사가 왜이리 유치한지 이게 액션영화인지 코미디물인지? 이런 싸구려망상영화를 대체 왜 scifi로 분류하는지도 이해안가고 캐릭터들은 왜 일관성 없게 영화마다 능력치가 달라지는가 결말도 어쩜 예상그대로.. 으휴
0,스포일러가 포함된 감상평입니다. 감상평 보기진짜 잼없다 댓 알바가 이리 많음?아니 캡틴아메리카가 마지막에 죽어가고 있는 상황에서 왜 갑자기 닥터 스트레인지가 뚫고 나오는데 ㅜ
0,스포일러가 포함된 감상평입니다. 감상평 보기ㅇ노잼패펴레ㅑ타ㅛ캐ㅛ툐ㅐㅌ
0,스포일러가 포함된 감상평입니다. 감상평 보기ㅇ노잼패펴레ㅑ타ㅛ캐ㅛ툐ㅐㅌ
0,개재미없네 시1발
0,최악의 슈퍼 히어로 영화
0,이 영화의 제목은 어벤져스가 아니라 '스타크&로저스' 이다.  이 둘을 위해서 철저히 이용만 당하고 캐릭터성 철저히 무시당하는 불쌍한 다른 멤버들...
0,스포일러가 포함된 감상평입니다. 감상평 보기너무 개억지 타노스급이 왔는데 군부대 미동도 없는거 실화? 아이언맨 굳이 손가락 안튕겨도 어벤져스 집결로 타노스일당 정리될텐데 억지로 죽는거 개극혐 개망스토리 닥터스트레인지 물 막고 있다가 종결된건 ㄹㅇ 충격적 ㅋㅋ...
0,연출이나 영상미는 좋았는데...스토리가 너무 급발진하는 느낌..ㅡㅡ 9점대는 아니다 솔직히 ;;;7점대초반이 적당할듯 기억나는건 캡틴옹아의 타노스와 한판그리고 캡틴마블의 여전사미 뿜뿜
0,NG NG NG NG NG
0,고만 우려 먹어라. 재미도 없고 감동도 없고
0,진짜 별로인 영화 왜 돈을 줫는지 돈 안내도 보기 싫음
0,솔직히 재밌냐???3편은 개재밌었는데 4편응 진짜 개연성 다말아먹었는데 평점이 너무높다
0,최_악 이것보다는 인피니티워가 훨씬 나음D.C가 최고임요~
0,"진부한 스토리와 뻔한 진행, 클리셰와 거기에 또 열광하는 관객들.마블도 결국 매너리즘에 빠진 듯하다"
0,헐~ 걍 개 썅마블의 빅 엿 ! ; ; ;
0,
0,스포일러가 포함된 감상평입니다. 감상평 보기재미없게 시작해서 시간 여행만 주구장창 하다가 타노스가 돌아와서 좀  잼있나했더만... 지루한 액션 계속 되다가 급 아이언맨 사망... 너무 지루하고 재미없다.
0,관람객스포일러가 포함된 감상평입니다. 감상평 보기단체달리기 미쳤냐?  날아가는 놈들은 타노스랑 먼저 싸우기싫어서 저속비행하는거냐?  피터는 어디에 매달려서날고있니?
0,대미의 장식이라치기엔...스토리 이게 최선임?
0,우리나라는 참 이상한 나라다. 명작중에서도 명작은 싫어하면서 이딴 영화는 좋아하네. 지루해서 잘 뻔함. 역시 영화는 마무리 10분만 잘 만들면 평점이 좋게 나오나? 인피니티워를 보고 엔드게임을 보니 지루하기 짝이 없...
0,어벤져스는 모든 편을 봐야 이해할 수 있는 영화. 그게 장점이자 단점
0,그 많았던 떡밥은 다 어디로 증발한 거?
0,글쎄요... 액션같은건 정말 화려하고 충분한 볼거리를 주지만 갠적으로 너무 유치했습니다.
0,고문이 따로없네...
0,유치한 어른이들이나 좋아할만한 영화
0,영화관에서 보다 잔건 이영화가첨임 초반한시간개지루함  참고로 시리즈다보고 원더우먼빼고 모든 등장인물영화다봣음 마블영화는그냥 자기전 1.5배로 생각없이 봐야댐
0,평범한 영화였다. 내용은 없고 전형적인 액션씬만 강조하고.. 그마저도 그래픽 떡칠이다. 돈 아까운 영화.
0,난 진지하게 이게 평점 높는게 이해가 안간다. 뭐 어린애들이면 재밌다할지라도 성인이 이게 재밌으면 수준이 낮은거다. 매트릭스나 이퀼리브리엄 같은 영화가 진짜 명작이지 이런 유치한 영화는 재미가 없어
0,내인생최고의영화ㅠㅠㅠㅠ
0,솔직히  지루하고  재미없네요.40대 중반 이라서  재미를  못느끼는것도있겠죠?다들  잼있다고 해서 봤는데  지루해서 비몽사몽
0,3시간이 아깝다
0,평점 왜이리 높은거임?
0,
0,솔직히 어벤져스 재밌긴 한데 9.5점까지는 아닌 것 같음. 마블빠들이 댓글창에서 난리쳐서 평점 조절을 위해서 1점
0,대한민국 수준
0,이게 너의 이름은 보다 평점이 위라는게 이해 가지 않는다
0,어떻게 이리 높은 평점을 받았는지 의문이 들정도로 뻔한 스토리와 오글거리는 연출 지루한 순간순간을 보여준다
0,진심 이게 재밌냐?? 액션영화인데 액션도 형편없고 오글거리는 대사에 웃겨보려고 만든 것 같은 장면들은 하나같이 다 노잼ㅋㅋ 이거보고 감동받아서 울었다는 마블빠들 수준 노답
0,이게 조커보다 점수가 높다는건 말이 안 된다.
0,건틀렛 줄때 페미의 냄새가 물씬 풍기면서 내 몰입감을 방해했다 이걸로 pc와 페미에 물든 마블과도 안녕이다
0,see you back을 뒤에 봐라고 해석해놓냐.. 박지훈 아니라던데 걔랑 같은 시대 번역가는 전부 인맥빨인가보다..
0,거품... 어벤져스는 전부 노잼이다.
0,이게재밌다는 건... 하아..
